시도,시군구,도로형태,발생건수,사망자수,부상자수,중상,경상,부상신고
서울,종로구,터널안,9,0,13,2,10,1
서울,종로구,교량위,4,0,6,3,3,0
서울,종로구,지하차도(도로)내,2,0,2,0,2,0
서울,종로구,기타단일로,833,6,1107,284,660,163
서울,종로구,교차로내,276,0,416,87,284,45
서울,종로구,교차로부근,185,0,255,65,165,25
서울,종로구,횡단보도상,45,2,48,15,26,7
서울,종로구,횡단보도부근,35,0,48,6,25,17
서울,종로구,기타/불명,25,0,38,9,27,2
서울,중구,터널안,14,0,37,14,20,3
서울,중구,고가도로위,8,0,10,4,5,1
서울,중구,기타단일로,705,2,943,241,593,109
서울,중구,교차로내,249,1,345,110,193,42
서울,중구,교차로부근,261,2,341,89,215,37
서울,중구,횡단보도상,38,1,43,23,14,6
서울,중구,횡단보도부근,30,1,45,8,29,8
서울,중구,기타/불명,33,1,39,11,25,3
서울,용산구,터널안,5,1,5,1,3,1
서울,용산구,교량위,56,1,108,24,73,11
서울,용산구,고가도로위,12,0,19,5,14,0
서울,용산구,지하차도(도로)내,5,1,6,3,2,1
서울,용산구,기타단일로,875,8,1237,278,839,120
서울,용산구,교차로내,223,3,293,74,193,26
서울,용산구,교차로부근,244,1,340,86,230,24
서울,용산구,횡단보도상,50,2,50,27,19,4
서울,용산구,횡단보도부근,26,1,26,8,17,1
서울,용산구,기타/불명,20,0,26,7,19,0
서울,성동구,터널안,3,0,4,1,3,0
서울,성동구,교량위,38,0,68,6,52,10
서울,성동구,고가도로위,3,0,5,0,3,2
서울,성동구,지하차도(도로)내,1,1,0,0,0,0
서울,성동구,기타단일로,678,6,980,271,572,137
서울,성동구,교차로내,298,0,393,126,204,63
서울,성동구,교차로부근,158,1,220,64,118,38
서울,성동구,횡단보도상,36,0,42,18,20,4
서울,성동구,횡단보도부근,3,0,4,1,3,0
서울,성동구,기타/불명,9,0,9,2,6,1
서울,동대문구,터널안,1,0,1,0,1,0
서울,동대문구,교량위,4,0,8,1,7,0
서울,동대문구,고가도로위,2,0,4,0,4,0
서울,동대문구,지하차도(도로)내,5,0,7,3,4,0
서울,동대문구,기타단일로,928,7,1213,305,791,117
서울,동대문구,교차로내,587,5,777,206,505,66
서울,동대문구,교차로부근,340,1,461,107,313,41
서울,동대문구,횡단보도상,67,0,73,30,37,6
서울,동대문구,횡단보도부근,42,1,53,11,34,8
서울,동대문구,기타/불명,109,2,134,39,90,5
서울,성북구,터널안,7,1,19,5,14,0
서울,성북구,교량위,4,0,4,0,4,0
서울,성북구,고가도로위,14,0,25,2,23,0
서울,성북구,기타단일로,872,15,1161,300,754,107
서울,성북구,교차로내,406,2,572,137,395,40
서울,성북구,교차로부근,229,0,326,78,217,31
서울,성북구,횡단보도상,100,1,112,39,66,7
서울,성북구,횡단보도부근,38,0,56,14,39,3
서울,성북구,기타/불명,10,0,11,1,7,3
서울,도봉구,교량위,1,0,2,0,2,0
서울,도봉구,지하차도(도로)내,2,0,5,0,4,1
서울,도봉구,기타단일로,354,1,475,137,284,54
서울,도봉구,교차로내,332,3,467,136,263,68
서울,도봉구,교차로부근,153,2,223,55,131,37
서울,도봉구,횡단보도상,33,2,34,17,12,5
서울,도봉구,횡단보도부근,26,0,35,15,20,0
서울,도봉구,기타/불명,13,0,14,1,9,4
서울,은평구,터널안,1,0,1,1,0,0
서울,은평구,교량위,1,0,1,0,1,0
서울,은평구,기타단일로,531,7,698,186,421,91
서울,은평구,교차로내,322,4,484,125,301,58
서울,은평구,교차로부근,255,2,378,91,243,44
서울,은평구,횡단보도상,54,2,58,22,26,10
서울,은평구,횡단보도부근,22,1,33,8,21,4
서울,은평구,기타/불명,17,0,20,5,12,3
서울,서대문구,터널안,1,0,1,0,1,0
서울,서대문구,교량위,3,0,3,1,2,0
서울,서대문구,고가도로위,10,0,17,8,8,1
서울,서대문구,지하차도(도로)내,1,0,1,0,0,1
서울,서대문구,기타단일로,651,9,886,236,515,135
서울,서대문구,교차로내,220,3,350,98,201,51
서울,서대문구,교차로부근,108,0,148,41,87,20
서울,서대문구,횡단보도상,40,0,43,18,23,2
서울,서대문구,횡단보도부근,14,1,15,6,8,1
서울,서대문구,기타/불명,23,0,28,8,9,11
서울,마포구,터널안,3,0,14,6,7,1
서울,마포구,교량위,37,0,122,21,87,14
서울,마포구,고가도로위,6,0,18,5,12,1
서울,마포구,지하차도(도로)내,1,0,1,1,0,0
서울,마포구,기타단일로,993,12,1434,357,940,137
서울,마포구,교차로내,374,2,588,162,375,51
서울,마포구,교차로부근,271,0,422,95,291,36
서울,마포구,횡단보도상,62,2,64,30,31,3
서울,마포구,횡단보도부근,31,1,41,21,19,1
서울,마포구,기타/불명,24,0,26,8,13,5
서울,강서구,터널안,4,0,7,1,2,4
서울,강서구,교량위,5,0,10,5,5,0
서울,강서구,고가도로위,1,0,1,0,0,1
서울,강서구,지하차도(도로)내,3,0,13,2,11,0
서울,강서구,기타단일로,952,5,1330,301,907,122
서울,강서구,교차로내,420,4,692,173,453,66
서울,강서구,교차로부근,401,2,532,119,371,42
서울,강서구,횡단보도상,44,1,45,19,26,0
서울,강서구,횡단보도부근,16,0,20,7,13,0
서울,강서구,기타/불명,86,0,112,21,65,26
서울,구로구,터널안,3,0,6,1,5,0
서울,구로구,교량위,15,0,29,8,20,1
서울,구로구,고가도로위,5,0,6,1,5,0
서울,구로구,지하차도(도로)내,8,0,16,4,11,1
서울,구로구,기타단일로,752,8,1068,254,705,109
서울,구로구,교차로내,367,4,552,148,335,69
서울,구로구,교차로부근,201,4,263,60,176,27
서울,구로구,횡단보도상,113,3,126,65,47,14
서울,구로구,횡단보도부근,34,0,51,15,33,3
서울,구로구,기타/불명,10,0,10,3,4,3
서울,영등포구,터널안,2,0,4,0,4,0
서울,영등포구,교량위,36,1,64,8,43,13
서울,영등포구,고가도로위,21,0,41,8,31,2
서울,영등포구,지하차도(도로)내,4,1,4,2,2,0
서울,영등포구,기타단일로,1047,12,1463,315,962,186
서울,영등포구,교차로내,610,3,992,238,634,120
서울,영등포구,교차로부근,477,6,670,130,434,106
서울,영등포구,횡단보도상,81,4,81,30,47,4
서울,영등포구,횡단보도부근,29,0,36,17,17,2
서울,영등포구,기타/불명,155,1,209,48,146,15
서울,동작구,터널안,1,0,1,0,1,0
서울,동작구,교량위,7,0,17,3,12,2
서울,동작구,고가도로위,3,0,4,1,3,0
서울,동작구,지하차도(도로)내,1,0,1,0,1,0
서울,동작구,기타단일로,755,5,1086,247,703,136
서울,동작구,교차로내,284,2,423,90,270,63
서울,동작구,교차로부근,237,0,348,65,247,36
서울,동작구,횡단보도상,69,0,77,32,34,11
서울,동작구,횡단보도부근,20,0,26,8,18,0
서울,동작구,기타/불명,9,0,11,1,9,1
서울,관악구,터널안,2,0,3,0,2,1
서울,관악구,교량위,2,0,3,0,3,0
서울,관악구,지하차도(도로)내,2,0,3,0,3,0
서울,관악구,기타단일로,922,5,1204,273,832,99
서울,관악구,교차로내,320,3,419,111,279,29
서울,관악구,교차로부근,272,3,368,82,250,36
서울,관악구,횡단보도상,41,1,45,20,23,2
서울,관악구,횡단보도부근,22,0,32,7,19,6
서울,관악구,기타/불명,42,0,58,8,50,0
서울,강남구,터널안,7,0,9,3,4,2
서울,강남구,교량위,23,0,59,12,36,11
서울,강남구,고가도로위,6,0,8,0,7,1
서울,강남구,지하차도(도로)내,1,0,2,2,0,0
서울,강남구,기타단일로,2062,12,2919,556,1985,378
서울,강남구,교차로내,773,3,1142,289,721,132
서울,강남구,교차로부근,723,3,1055,190,741,124
서울,강남구,횡단보도상,111,1,137,45,80,12
서울,강남구,횡단보도부근,193,1,273,55,184,34
서울,강남구,기타/불명,71,0,82,21,49,12
서울,강동구,교량위,7,0,10,4,5,1
서울,강동구,고가도로위,1,0,4,2,2,0
서울,강동구,기타단일로,765,13,1104,292,723,89
서울,강동구,교차로내,327,3,478,123,315,40
서울,강동구,교차로부근,244,5,346,65,257,24
서울,강동구,횡단보도상,60,1,61,30,28,3
서울,강동구,횡단보도부근,17,0,21,9,10,2
서울,강동구,기타/불명,73,1,105,18,87,0
서울,송파구,터널안,1,0,3,0,3,0
서울,송파구,교량위,25,0,44,12,28,4
서울,송파구,고가도로위,2,0,7,4,3,0
서울,송파구,지하차도(도로)내,4,0,6,2,3,1
서울,송파구,기타단일로,1220,6,1635,406,998,231
서울,송파구,교차로내,699,6,1007,256,585,166
서울,송파구,교차로부근,535,1,826,163,527,136
서울,송파구,횡단보도상,108,3,114,49,51,14
서울,송파구,횡단보도부근,36,0,49,12,25,12
서울,송파구,기타/불명,57,0,72,24,26,22
서울,서초구,터널안,7,1,20,5,15,0
서울,서초구,교량위,14,0,54,4,28,22
서울,서초구,고가도로위,14,0,21,7,13,1
서울,서초구,지하차도(도로)내,4,0,8,6,2,0
서울,서초구,기타단일로,1303,14,2117,480,1418,219
서울,서초구,교차로내,334,1,497,131,329,37
서울,서초구,교차로부근,330,3,454,109,298,47
서울,서초구,횡단보도상,63,0,68,35,27,6
서울,서초구,횡단보도부근,38,1,53,15,30,8
서울,서초구,기타/불명,53,0,66,31,30,5
서울,양천구,터널안,5,1,14,0,13,1
서울,양천구,교량위,4,0,7,1,6,0
서울,양천구,지하차도(도로)내,2,0,2,1,1,0
서울,양천구,기타단일로,898,9,1241,298,844,99
서울,양천구,교차로내,354,3,495,134,322,39
서울,양천구,교차로부근,264,0,395,73,287,35
서울,양천구,횡단보도상,43,0,48,21,21,6
서울,양천구,횡단보도부근,11,1,11,3,6,2
서울,양천구,기타/불명,15,0,18,4,13,1
서울,중랑구,터널안,10,2,19,5,12,2
서울,중랑구,교량위,6,0,10,3,6,1
서울,중랑구,고가도로위,2,0,5,1,4,0
서울,중랑구,지하차도(도로)내,4,0,5,1,4,0
서울,중랑구,기타단일로,794,6,1038,246,648,144
서울,중랑구,교차로내,545,4,722,190,419,113
서울,중랑구,교차로부근,261,2,357,89,220,48
서울,중랑구,횡단보도상,62,1,68,29,29,10
서울,중랑구,횡단보도부근,22,1,27,11,13,3
서울,중랑구,기타/불명,16,0,18,3,12,3
서울,노원구,터널안,8,0,25,5,13,7
서울,노원구,교량위,8,0,12,2,9,1
서울,노원구,고가도로위,2,0,2,0,2,0
서울,노원구,지하차도(도로)내,7,1,8,0,8,0
서울,노원구,기타단일로,606,7,903,193,588,122
서울,노원구,교차로내,373,5,521,148,297,76
서울,노원구,교차로부근,323,2,476,129,287,60
서울,노원구,횡단보도상,62,0,64,18,39,7
서울,노원구,횡단보도부근,25,0,32,11,19,2
서울,노원구,기타/불명,45,0,55,12,40,3
서울,광진구,교량위,24,0,44,9,34,1
서울,광진구,고가도로위,7,0,9,3,5,1
서울,광진구,지하차도(도로)내,1,0,1,1,0,0
서울,광진구,기타단일로,726,10,1028,272,651,105
서울,광진구,교차로내,252,4,362,109,213,40
서울,광진구,교차로부근,151,1,217,62,140,15
서울,광진구,횡단보도상,44,0,50,24,25,1
서울,광진구,횡단보도부근,11,2,12,4,8,0
서울,광진구,기타/불명,19,0,21,7,11,3
서울,강북구,지하차도(도로)내,1,0,1,0,1,0
서울,강북구,기타단일로,654,8,868,207,597,64
서울,강북구,교차로내,337,4,490,130,333,27
서울,강북구,교차로부근,162,4,200,47,145,8
서울,강북구,횡단보도상,66,0,72,29,42,1
서울,강북구,횡단보도부근,26,0,32,12,15,5
서울,강북구,기타/불명,19,0,21,4,15,2
서울,금천구,터널안,2,0,2,0,2,0
서울,금천구,교량위,9,0,25,5,19,1
서울,금천구,고가도로위,1,0,4,1,3,0
서울,금천구,지하차도(도로)내,1,0,1,0,1,0
서울,금천구,기타단일로,407,4,604,119,439,46
서울,금천구,교차로내,283,3,411,91,279,41
서울,금천구,교차로부근,142,0,239,40,184,15
서울,금천구,횡단보도상,47,2,57,25,26,6
서울,금천구,횡단보도부근,12,0,18,7,11,0
서울,금천구,기타/불명,10,1,13,3,9,1
부산,중구,터널안,2,1,3,1,2,0
부산,중구,교량위,2,0,7,4,3,0
부산,중구,고가도로위,4,0,12,2,3,7
부산,중구,기타단일로,192,2,249,85,147,17
부산,중구,교차로내,86,0,125,39,81,5
부산,중구,교차로부근,21,1,29,3,21,5
부산,중구,횡단보도상,20,2,20,11,8,1
부산,중구,횡단보도부근,9,0,10,3,6,1
부산,중구,기타/불명,1,0,1,0,1,0
부산,서구,터널안,9,0,21,4,16,1
부산,서구,교량위,2,0,3,1,1,1
부산,서구,고가도로위,1,0,1,1,0,0
부산,서구,기타단일로,279,6,423,127,265,31
부산,서구,교차로내,115,0,194,52,125,17
부산,서구,교차로부근,70,1,99,24,63,12
부산,서구,횡단보도상,24,0,25,18,6,1
부산,서구,횡단보도부근,14,0,20,9,11,0
부산,동구,터널안,6,0,12,3,5,4
부산,동구,고가도로위,9,1,14,5,7,2
부산,동구,기타단일로,325,8,424,142,251,31
부산,동구,교차로내,106,2,149,32,109,8
부산,동구,교차로부근,62,1,76,30,43,3
부산,동구,횡단보도상,12,0,15,9,5,1
부산,동구,횡단보도부근,6,0,8,4,3,1
부산,동구,기타/불명,2,0,2,1,1,0
부산,영도구,교량위,12,0,23,6,16,1
부산,영도구,기타단일로,204,4,262,88,166,8
부산,영도구,교차로내,102,0,142,42,94,6
부산,영도구,교차로부근,24,0,32,14,18,0
부산,영도구,횡단보도상,18,2,20,13,6,1
부산,영도구,횡단보도부근,9,0,13,6,7,0
부산,영도구,기타/불명,25,0,32,11,20,1
부산,부산진구,터널안,8,0,23,8,14,1
부산,부산진구,교량위,2,0,3,1,2,0
부산,부산진구,고가도로위,21,0,33,7,24,2
부산,부산진구,지하차도(도로)내,2,0,10,0,10,0
부산,부산진구,기타단일로,798,9,1047,378,605,64
부산,부산진구,교차로내,344,2,541,191,307,43
부산,부산진구,교차로부근,144,1,201,55,137,9
부산,부산진구,횡단보도상,82,2,82,46,33,3
부산,부산진구,횡단보도부근,12,2,10,3,7,0
부산,부산진구,기타/불명,18,0,22,5,16,1
부산,동래구,터널안,10,0,22,4,15,3
부산,동래구,지하차도(도로)내,2,0,3,1,2,0
부산,동래구,기타단일로,570,5,719,269,406,44
부산,동래구,교차로내,268,3,372,132,220,20
부산,동래구,교차로부근,95,1,113,45,62,6
부산,동래구,횡단보도상,62,0,67,33,29,5
부산,동래구,횡단보도부근,12,0,13,6,5,2
부산,남구,터널안,23,0,60,15,38,7
부산,남구,교량위,8,2,14,4,9,1
부산,남구,고가도로위,3,0,5,2,3,0
부산,남구,지하차도(도로)내,2,0,4,0,4,0
부산,남구,기타단일로,475,5,661,194,385,82
부산,남구,교차로내,190,2,261,81,156,24
부산,남구,교차로부근,113,0,142,42,91,9
부산,남구,횡단보도상,40,1,43,24,18,1
부산,남구,횡단보도부근,18,0,24,6,18,0
부산,남구,기타/불명,14,0,17,8,9,0
부산,북구,교량위,6,0,10,5,5,0
부산,북구,고가도로위,1,0,2,0,1,1
부산,북구,기타단일로,438,10,611,177,388,46
부산,북구,교차로내,171,0,266,84,174,8
부산,북구,교차로부근,80,0,116,35,78,3
부산,북구,횡단보도상,33,0,37,22,14,1
부산,북구,횡단보도부근,8,0,9,4,4,1
부산,북구,기타/불명,12,0,17,2,15,0
부산,해운대구,터널안,12,0,29,7,18,4
부산,해운대구,교량위,13,3,19,6,12,1
부산,해운대구,고가도로위,3,0,8,1,7,0
부산,해운대구,기타단일로,613,8,813,255,493,65
부산,해운대구,교차로내,344,4,527,175,312,40
부산,해운대구,교차로부근,217,1,305,77,193,35
부산,해운대구,횡단보도상,50,0,54,26,26,2
부산,해운대구,횡단보도부근,15,0,16,7,9,0
부산,해운대구,기타/불명,11,0,13,5,8,0
부산,사하구,교량위,3,0,10,2,8,0
부산,사하구,고가도로위,3,0,11,4,7,0
부산,사하구,기타단일로,649,8,861,234,539,88
부산,사하구,교차로내,277,3,452,129,273,50
부산,사하구,교차로부근,133,2,185,52,119,14
부산,사하구,횡단보도상,50,0,58,23,32,3
부산,사하구,횡단보도부근,8,0,9,6,2,1
부산,사하구,기타/불명,36,0,47,13,29,5
부산,금정구,터널안,1,0,1,0,1,0
부산,금정구,교량위,2,0,5,0,2,3
부산,금정구,고가도로위,2,0,4,1,3,0
부산,금정구,기타단일로,525,3,691,212,354,125
부산,금정구,교차로내,295,1,405,120,228,57
부산,금정구,교차로부근,116,2,160,41,95,24
부산,금정구,횡단보도상,35,0,38,21,13,4
부산,금정구,횡단보도부근,6,0,8,5,0,3
부산,금정구,기타/불명,2,0,6,1,3,2
부산,강서구,터널안,2,1,1,1,0,0
부산,강서구,교량위,5,0,7,2,4,1
부산,강서구,고가도로위,4,0,8,2,6,0
부산,강서구,기타단일로,274,13,443,163,242,38
부산,강서구,교차로내,204,8,322,144,150,28
부산,강서구,교차로부근,112,3,209,89,109,11
부산,강서구,횡단보도상,14,1,16,12,4,0
부산,강서구,횡단보도부근,7,2,9,1,8,0
부산,강서구,기타/불명,8,0,10,3,6,1
부산,연제구,터널안,1,0,1,0,1,0
부산,연제구,교량위,1,0,1,1,0,0
부산,연제구,기타단일로,357,5,441,135,276,30
부산,연제구,교차로내,168,0,238,90,128,20
부산,연제구,교차로부근,99,2,114,45,65,4
부산,연제구,횡단보도상,42,0,45,27,17,1
부산,연제구,횡단보도부근,10,0,11,5,6,0
부산,수영구,터널안,3,1,4,2,1,1
부산,수영구,교량위,6,0,13,2,9,2
부산,수영구,지하차도(도로)내,2,0,2,1,1,0
부산,수영구,기타단일로,420,5,538,159,334,45
부산,수영구,교차로내,180,2,259,74,160,25
부산,수영구,교차로부근,87,2,110,38,62,10
부산,수영구,횡단보도상,35,0,36,20,14,2
부산,수영구,횡단보도부근,12,0,15,9,4,2
부산,수영구,기타/불명,11,0,12,2,9,1
부산,사상구,터널안,1,0,1,0,1,0
부산,사상구,교량위,5,0,12,1,9,2
부산,사상구,고가도로위,5,0,13,4,9,0
부산,사상구,기타단일로,508,8,769,235,436,98
부산,사상구,교차로내,248,2,404,106,251,47
부산,사상구,교차로부근,141,0,221,47,162,12
부산,사상구,횡단보도상,32,1,34,16,17,1
부산,사상구,횡단보도부근,5,0,6,3,2,1
부산,사상구,기타/불명,10,0,10,5,5,0
부산,기장군,터널안,5,0,9,2,5,2
부산,기장군,고가도로위,1,0,3,0,0,3
부산,기장군,기타단일로,210,9,339,100,209,30
부산,기장군,교차로내,135,1,237,58,157,22
부산,기장군,교차로부근,84,1,147,30,106,11
부산,기장군,횡단보도상,7,0,10,4,6,0
부산,기장군,횡단보도부근,1,0,2,1,1,0
부산,기장군,기타/불명,16,0,21,6,9,6
경기,수원시,터널안,8,0,35,3,27,5
경기,수원시,교량위,12,0,22,7,13,2
경기,수원시,고가도로위,13,0,24,4,20,0
경기,수원시,지하차도(도로)내,13,0,19,2,16,1
경기,수원시,기타단일로,2477,18,3595,735,2630,230
경기,수원시,교차로내,1558,15,2354,595,1625,134
경기,수원시,교차로부근,907,3,1383,269,1029,85
경기,수원시,횡단보도상,117,2,122,42,70,10
경기,수원시,횡단보도부근,43,1,56,18,35,3
경기,수원시,기타/불명,85,0,100,18,72,10
경기,성남시,터널안,14,1,29,10,19,0
경기,성남시,교량위,10,0,22,4,16,2
경기,성남시,고가도로위,6,0,7,3,4,0
경기,성남시,지하차도(도로)내,7,1,6,3,2,1
경기,성남시,기타단일로,1817,23,2872,780,1867,225
경기,성남시,교차로내,839,5,1332,394,838,100
경기,성남시,교차로부근,763,6,1058,302,697,59
경기,성남시,횡단보도상,57,0,62,20,37,5
경기,성남시,횡단보도부근,17,0,21,9,12,0
경기,성남시,기타/불명,199,4,256,61,179,16
경기,의정부시,터널안,4,0,11,4,4,3
경기,의정부시,교량위,3,0,13,0,13,0
경기,의정부시,고가도로위,3,0,9,0,9,0
경기,의정부시,지하차도(도로)내,3,0,4,2,2,0
경기,의정부시,기타단일로,702,8,1021,214,702,105
경기,의정부시,교차로내,487,7,780,169,530,81
경기,의정부시,교차로부근,315,4,431,87,291,53
경기,의정부시,횡단보도상,56,1,60,31,25,4
경기,의정부시,횡단보도부근,17,0,19,8,10,1
경기,의정부시,기타/불명,112,2,149,31,102,16
경기,안양시,터널안,9,0,19,4,13,2
경기,안양시,교량위,16,0,26,5,19,2
경기,안양시,고가도로위,4,0,5,0,5,0
경기,안양시,지하차도(도로)내,6,0,12,2,9,1
경기,안양시,기타단일로,1040,12,1476,332,1060,84
경기,안양시,교차로내,547,7,844,237,560,47
경기,안양시,교차로부근,418,4,629,138,449,42
경기,안양시,횡단보도상,58,0,60,33,24,3
경기,안양시,횡단보도부근,28,0,46,17,25,4
경기,안양시,기타/불명,6,0,7,3,4,0
경기,부천시,터널안,1,0,5,1,4,0
경기,부천시,교량위,5,0,6,1,4,1
경기,부천시,고가도로위,16,0,22,4,15,3
경기,부천시,지하차도(도로)내,6,0,6,2,4,0
경기,부천시,기타단일로,1372,11,1860,407,1303,150
경기,부천시,교차로내,1060,12,1566,353,1088,125
경기,부천시,교차로부근,671,9,990,225,702,63
경기,부천시,횡단보도상,119,3,126,50,64,12
경기,부천시,횡단보도부근,31,3,46,9,32,5
경기,부천시,기타/불명,81,0,96,15,67,14
경기,안산시,터널안,2,0,4,0,4,0
경기,안산시,교량위,10,0,11,3,8,0
경기,안산시,고가도로위,4,0,7,6,1,0
경기,안산시,지하차도(도로)내,13,0,19,5,13,1
경기,안산시,기타단일로,1791,29,2641,524,1977,140
경기,안산시,교차로내,1206,13,1868,429,1371,68
경기,안산시,교차로부근,674,9,1036,198,795,43
경기,안산시,횡단보도상,85,3,92,40,46,6
경기,안산시,횡단보도부근,18,0,28,4,24,0
경기,안산시,기타/불명,117,1,159,41,105,13
경기,평택시,터널안,1,1,0,0,0,0
경기,평택시,교량위,10,1,25,9,16,0
경기,평택시,고가도로위,5,0,6,2,4,0
경기,평택시,지하차도(도로)내,1,0,3,0,3,0
경기,평택시,기타단일로,1087,36,1790,428,1208,154
경기,평택시,교차로내,898,10,1458,351,998,109
경기,평택시,교차로부근,555,9,969,169,701,99
경기,평택시,횡단보도상,25,0,28,12,15,1
경기,평택시,횡단보도부근,9,1,16,4,12,0
경기,평택시,기타/불명,50,2,56,16,34,6
경기,광명시,터널안,3,0,4,0,3,1
경기,광명시,교량위,1,0,3,1,2,0
경기,광명시,지하차도(도로)내,1,0,1,0,1,0
경기,광명시,기타단일로,696,10,984,237,611,136
경기,광명시,교차로내,272,1,432,118,248,66
경기,광명시,교차로부근,158,1,251,37,183,31
경기,광명시,횡단보도상,47,0,49,25,21,3
경기,광명시,횡단보도부근,11,1,12,4,6,2
경기,광명시,기타/불명,6,0,6,2,3,1
경기,구리시,교량위,1,0,1,0,1,0
경기,구리시,기타단일로,427,8,668,138,507,23
경기,구리시,교차로내,161,1,234,56,166,12
경기,구리시,교차로부근,52,0,78,12,62,4
경기,구리시,횡단보도상,26,1,26,14,10,2
경기,구리시,횡단보도부근,4,0,6,0,6,0
경기,구리시,기타/불명,10,0,10,4,5,1
경기,양주시,터널안,4,0,7,2,4,1
경기,양주시,교량위,3,0,12,5,7,0
경기,양주시,고가도로위,2,0,2,0,0,2
경기,양주시,기타단일로,421,16,651,175,444,32
경기,양주시,교차로내,371,8,593,170,394,29
경기,양주시,교차로부근,211,2,347,71,252,24
경기,양주시,횡단보도상,14,0,15,8,6,1
경기,양주시,횡단보도부근,6,0,10,3,7,0
경기,양주시,기타/불명,30,0,39,11,25,3
경기,여주시,터널안,3,0,6,2,4,0
경기,여주시,교량위,7,0,14,5,8,1
경기,여주시,기타단일로,301,4,488,157,319,12
경기,여주시,교차로내,200,2,330,86,237,7
경기,여주시,교차로부근,134,1,248,53,181,14
경기,여주시,횡단보도상,6,0,7,3,3,1
경기,여주시,횡단보도부근,3,1,2,1,1,0
경기,여주시,기타/불명,18,0,29,5,24,0
경기,화성시,터널안,8,0,11,2,9,0
경기,화성시,교량위,3,0,5,2,2,1
경기,화성시,고가도로위,3,0,4,3,1,0
경기,화성시,지하차도(도로)내,7,0,10,1,9,0
경기,화성시,기타단일로,1337,44,2272,578,1567,127
경기,화성시,교차로내,667,9,1066,320,701,45
경기,화성시,교차로부근,385,6,596,108,453,35
경기,화성시,횡단보도상,26,0,30,9,19,2
경기,화성시,횡단보도부근,9,0,15,6,9,0
경기,화성시,기타/불명,56,0,68,19,42,7
경기,시흥시,교량위,13,0,22,5,15,2
경기,시흥시,고가도로위,7,0,13,6,6,1
경기,시흥시,지하차도(도로)내,1,0,5,1,4,0
경기,시흥시,기타단일로,1059,13,1603,348,1153,102
경기,시흥시,교차로내,762,6,1281,317,885,79
경기,시흥시,교차로부근,376,5,577,113,432,32
경기,시흥시,횡단보도상,52,0,55,26,25,4
경기,시흥시,횡단보도부근,11,1,13,4,9,0
경기,시흥시,기타/불명,13,1,13,2,11,0
경기,파주시,교량위,10,0,25,8,15,2
경기,파주시,고가도로위,2,0,2,0,2,0
경기,파주시,지하차도(도로)내,4,1,7,5,1,1
경기,파주시,기타단일로,852,25,1250,367,738,145
경기,파주시,교차로내,486,5,790,191,518,81
경기,파주시,교차로부근,287,11,461,119,303,39
경기,파주시,횡단보도상,32,0,33,24,9,0
경기,파주시,횡단보도부근,9,2,13,2,9,2
경기,파주시,기타/불명,81,1,108,26,64,18
경기,고양시,터널안,3,0,4,2,2,0
경기,고양시,교량위,17,1,26,7,19,0
경기,고양시,고가도로위,1,0,2,2,0,0
경기,고양시,지하차도(도로)내,3,0,4,1,2,1
경기,고양시,기타단일로,1665,37,2457,621,1592,244
경기,고양시,교차로내,1275,14,1902,511,1217,174
경기,고양시,교차로부근,636,3,1001,210,705,86
경기,고양시,횡단보도상,140,6,144,59,70,15
경기,고양시,횡단보도부근,26,1,28,7,12,9
경기,고양시,기타/불명,163,2,211,33,151,27
경기,광주시,터널안,5,0,10,0,10,0
경기,광주시,교량위,3,0,5,1,4,0
경기,광주시,기타단일로,698,16,1048,288,725,35
경기,광주시,교차로내,244,3,370,77,274,19
경기,광주시,교차로부근,236,4,386,93,272,21
경기,광주시,횡단보도상,34,0,37,16,21,0
경기,광주시,횡단보도부근,12,0,20,6,12,2
경기,광주시,기타/불명,12,0,16,3,12,1
경기,연천군,기타단일로,117,10,169,52,105,12
경기,연천군,교차로내,119,1,192,64,109,19
경기,연천군,교차로부근,26,1,51,12,39,0
경기,연천군,횡단보도상,2,0,2,1,1,0
경기,포천시,교량위,1,0,1,1,0,0
경기,포천시,고가도로위,2,0,3,1,2,0
경기,포천시,기타단일로,564,22,924,262,541,121
경기,포천시,교차로내,249,6,445,141,261,43
경기,포천시,교차로부근,149,2,266,74,151,41
경기,포천시,횡단보도상,9,2,7,3,3,1
경기,포천시,횡단보도부근,4,0,8,0,8,0
경기,포천시,기타/불명,10,0,12,2,6,4
경기,가평군,터널안,1,0,4,0,4,0
경기,가평군,교량위,2,1,3,0,3,0
경기,가평군,고가도로위,39,2,98,29,65,4
경기,가평군,기타단일로,181,10,334,90,206,38
경기,가평군,교차로내,92,2,177,52,113,12
경기,가평군,교차로부근,63,1,106,20,76,10
경기,가평군,횡단보도상,3,0,4,2,2,0
경기,가평군,횡단보도부근,2,0,2,1,1,0
경기,가평군,기타/불명,12,1,19,4,13,2
경기,양평군,터널안,1,0,1,1,0,0
경기,양평군,교량위,9,0,20,3,17,0
경기,양평군,고가도로위,1,0,1,0,1,0
경기,양평군,기타단일로,260,18,404,118,238,48
경기,양평군,교차로내,153,5,249,67,165,17
경기,양평군,교차로부근,51,1,67,20,41,6
경기,양평군,횡단보도상,4,0,4,4,0,0
경기,양평군,횡단보도부근,2,0,2,0,1,1
경기,양평군,기타/불명,62,2,103,24,65,14
경기,이천시,교량위,8,0,15,2,13,0
경기,이천시,기타단일로,430,12,710,164,522,24
경기,이천시,교차로내,286,10,462,96,357,9
