시도,시군구,연령,발생건수,사망자수,부상자수,중상,경상,부상신고
서울,종로구,12세이하,3,0,4,0,0,4
서울,종로구,13-20세,28,1,38,15,13,10
서울,종로구,21-30세,167,2,238,63,137,38
서울,종로구,31-40세,199,1,275,56,174,45
서울,종로구,41-50세,287,2,405,104,258,43
서울,종로구,51-60세,400,1,563,135,370,58
서울,종로구,61-64세,112,1,148,38,96,14
서울,종로구,65세이상,179,0,222,52,141,29
서울,종로구,불명,39,0,40,8,13,19
서울,중구,12세이하,1,0,1,0,1,0
서울,중구,13-20세,24,0,28,7,15,6
서울,중구,21-30세,147,0,234,61,135,38
서울,중구,31-40세,201,0,291,84,173,34
서울,중구,41-50세,238,2,302,79,188,35
서울,중구,51-60세,404,2,558,160,346,52
서울,중구,61-64세,102,0,124,29,82,13
서울,중구,65세이상,180,4,220,74,125,21
서울,중구,불명,41,0,45,6,29,10
서울,용산구,12세이하,4,0,4,1,0,3
서울,용산구,13-20세,37,0,50,12,30,8
서울,용산구,21-30세,206,6,301,64,203,34
서울,용산구,31-40세,259,2,374,101,243,30
서울,용산구,41-50세,298,3,412,97,273,42
서울,용산구,51-60세,384,2,538,122,390,26
서울,용산구,61-64세,105,0,156,39,111,6
서울,용산구,65세이상,183,5,227,70,138,19
서울,용산구,불명,40,0,48,7,21,20
서울,성동구,12세이하,4,0,4,2,0,2
서울,성동구,13-20세,52,0,66,18,26,22
서울,성동구,21-30세,173,5,274,77,149,48
서울,성동구,31-40세,200,1,292,77,166,49
서울,성동구,41-50세,270,0,369,112,218,39
서울,성동구,51-60세,311,2,433,118,260,55
서울,성동구,61-64세,79,0,100,31,58,11
서울,성동구,65세이상,109,0,157,53,80,24
서울,성동구,불명,29,0,30,1,24,5
서울,동대문구,12세이하,15,0,16,2,7,7
서울,동대문구,13-20세,97,2,119,19,74,26
서울,동대문구,21-30세,269,1,369,97,228,44
서울,동대문구,31-40세,339,3,475,109,330,36
서울,동대문구,41-50세,397,4,493,144,314,35
서울,동대문구,51-60세,543,2,713,184,478,51
서울,동대문구,61-64세,137,3,181,39,127,15
서울,동대문구,65세이상,239,1,312,95,195,22
서울,동대문구,불명,49,0,53,13,33,7
서울,성북구,12세이하,7,0,7,0,5,2
서울,성북구,13-20세,74,1,91,27,50,14
서울,성북구,21-30세,218,3,312,63,213,36
서울,성북구,31-40세,256,3,337,96,216,25
서울,성북구,41-50세,318,4,454,98,320,36
서울,성북구,51-60세,447,4,601,164,404,33
서울,성북구,61-64세,117,1,163,42,104,17
서울,성북구,65세이상,205,3,281,75,179,27
서울,성북구,불명,38,0,40,11,28,1
서울,도봉구,12세이하,2,0,2,0,1,1
서울,도봉구,13-20세,55,2,66,18,25,23
서울,도봉구,21-30세,106,0,150,36,82,32
서울,도봉구,31-40세,143,1,200,62,118,20
서울,도봉구,41-50세,202,2,285,85,171,29
서울,도봉구,51-60세,211,2,283,80,176,27
서울,도봉구,61-64세,68,0,94,31,52,11
서울,도봉구,65세이상,105,1,153,44,89,20
서울,도봉구,불명,22,0,22,5,11,6
서울,은평구,12세이하,8,0,11,1,7,3
서울,은평구,13-20세,91,0,126,36,69,21
서울,은평구,21-30세,131,3,179,44,114,21
서울,은평구,31-40세,179,2,259,68,157,34
서울,은평구,41-50세,214,1,315,88,192,35
서울,은평구,51-60세,307,7,442,119,278,45
서울,은평구,61-64세,79,0,102,32,66,4
서울,은평구,65세이상,141,3,185,46,113,26
서울,은평구,불명,53,0,54,4,29,21
서울,서대문구,12세이하,6,0,7,0,3,4
서울,서대문구,13-20세,39,0,47,13,25,9
서울,서대문구,21-30세,130,1,177,51,99,27
서울,서대문구,31-40세,160,2,242,79,122,41
서울,서대문구,41-50세,226,2,327,80,211,36
서울,서대문구,51-60세,286,4,395,111,237,47
서울,서대문구,61-64세,83,3,117,37,58,22
서울,서대문구,65세이상,103,1,130,37,71,22
서울,서대문구,불명,38,0,50,8,28,14
서울,마포구,12세이하,5,0,5,1,4,0
서울,마포구,13-20세,68,1,110,28,62,20
서울,마포구,21-30세,285,2,471,119,300,52
서울,마포구,31-40세,296,5,478,119,307,52
서울,마포구,41-50세,355,1,567,147,392,28
서울,마포구,51-60세,449,5,652,181,423,48
서울,마포구,61-64세,114,2,158,47,103,8
서울,마포구,65세이상,158,1,213,57,139,17
서울,마포구,불명,72,0,76,7,45,24
서울,강서구,12세이하,5,0,6,0,5,1
서울,강서구,13-20세,123,2,152,37,90,25
서울,강서구,21-30세,219,1,320,78,214,28
서울,강서구,31-40세,319,5,517,134,334,49
서울,강서구,41-50세,412,1,595,137,417,41
서울,강서구,51-60세,479,2,693,157,476,60
서울,강서구,61-64세,138,0,186,40,138,8
서울,강서구,65세이상,168,1,219,51,144,24
서울,강서구,불명,69,0,74,14,35,25
서울,구로구,12세이하,7,0,8,2,3,3
서울,구로구,13-20세,91,1,156,34,90,32
서울,구로구,21-30세,204,1,296,81,180,35
서울,구로구,31-40세,234,2,332,79,222,31
서울,구로구,41-50세,327,3,459,124,296,39
서울,구로구,51-60세,371,8,508,139,327,42
서울,구로구,61-64세,117,0,164,41,99,24
서울,구로구,65세이상,133,4,179,54,107,18
서울,구로구,불명,24,0,25,5,17,3
서울,영등포구,12세이하,18,0,19,2,8,9
서울,영등포구,13-20세,104,1,139,33,78,28
서울,영등포구,21-30세,310,3,483,98,313,72
서울,영등포구,31-40세,372,2,545,115,366,64
서울,영등포구,41-50세,499,8,751,175,478,98
서울,영등포구,51-60세,656,5,955,216,642,97
서울,영등포구,61-64세,181,2,244,60,163,21
서울,영등포구,65세이상,267,7,370,89,239,42
서울,영등포구,불명,55,0,58,8,33,17
서울,동작구,12세이하,3,0,3,0,2,1
서울,동작구,13-20세,85,2,106,19,55,32
서울,동작구,21-30세,213,0,308,73,192,43
서울,동작구,31-40세,223,1,313,64,208,41
서울,동작구,41-50세,279,1,404,84,270,50
서울,동작구,51-60세,308,0,448,114,300,34
서울,동작구,61-64세,93,0,153,37,102,14
서울,동작구,65세이상,141,3,211,49,136,26
서울,동작구,불명,41,0,48,7,33,8
서울,관악구,13-20세,71,1,88,23,52,13
서울,관악구,21-30세,259,2,342,74,233,35
서울,관악구,31-40세,258,6,347,95,233,19
서울,관악구,41-50세,323,2,450,95,313,42
서울,관악구,51-60세,388,1,490,115,345,30
서울,관악구,61-64세,114,0,152,35,105,12
서울,관악구,65세이상,157,0,209,62,132,15
서울,관악구,불명,55,0,57,2,48,7
서울,강남구,12세이하,5,0,5,2,2,1
서울,강남구,13-20세,64,0,94,25,50,19
서울,강남구,21-30세,587,3,903,197,565,141
서울,강남구,31-40세,852,9,1280,254,854,172
서울,강남구,41-50세,800,3,1151,248,762,141
서울,강남구,51-60세,886,3,1223,261,843,119
서울,강남구,61-64세,265,1,396,73,280,43
서울,강남구,65세이상,327,1,434,91,304,39
서울,강남구,불명,184,0,200,22,147,31
서울,강동구,12세이하,6,0,6,1,3,2
서울,강동구,13-20세,70,1,76,22,45,9
서울,강동구,21-30세,182,3,266,58,194,14
서울,강동구,31-40세,242,2,353,100,218,35
서울,강동구,41-50세,310,9,449,119,298,32
서울,강동구,51-60세,378,3,549,137,387,25
서울,강동구,61-64세,108,1,148,43,97,8
서울,강동구,65세이상,142,4,210,51,146,13
서울,강동구,불명,56,0,72,12,39,21
서울,송파구,12세이하,12,0,14,1,4,9
서울,송파구,13-20세,149,1,198,53,73,72
서울,송파구,21-30세,304,1,428,83,255,90
서울,송파구,31-40세,438,2,644,149,408,87
서울,송파구,41-50세,568,3,803,203,488,112
서울,송파구,51-60세,695,5,968,255,596,117
서울,송파구,61-64세,201,0,293,85,172,36
서울,송파구,65세이상,238,4,324,79,199,46
서울,송파구,불명,82,0,91,20,54,17
서울,서초구,12세이하,4,0,5,2,2,1
서울,서초구,13-20세,41,1,61,15,41,5
서울,서초구,21-30세,281,5,447,109,294,44
서울,서초구,31-40세,381,3,595,171,363,61
서울,서초구,41-50세,478,4,780,184,518,78
서울,서초구,51-60세,543,3,845,202,571,72
서울,서초구,61-64세,150,1,227,56,132,39
서울,서초구,65세이상,198,3,299,73,209,17
서울,서초구,불명,84,0,99,11,60,28
서울,양천구,12세이하,8,1,8,2,6,0
서울,양천구,13-20세,87,0,119,26,66,27
서울,양천구,21-30세,188,2,255,60,173,22
서울,양천구,31-40세,251,0,373,86,259,28
서울,양천구,41-50세,348,3,491,129,326,36
서울,양천구,51-60세,397,6,584,136,414,34
서울,양천구,61-64세,109,0,138,33,98,7
서울,양천구,65세이상,151,2,201,51,141,9
서울,양천구,불명,57,0,62,12,30,20
서울,중랑구,12세이하,15,0,17,3,4,10
서울,중랑구,13-20세,116,3,138,34,55,49
서울,중랑구,21-30세,200,3,269,76,153,40
서울,중랑구,31-40세,246,1,336,95,213,28
